permit_id,year,file_date,issue_date,permit_subtype,job_description,job_value,total_fees_paid,ward,neighborhood,latitude,longitude
B24025303,2024,2024-09-09,2024-09-09,Residential,Alteration,450,70.5,15,Detroit Shoreway,41.4851769136675,-81.7321055650987
B24025685,2024,2024-09-11,2024-09-16,Residential,Alteration,14300,115.95,16,Jefferson,41.4512649226257,-81.7906505498778
B24025393,2024,2024-09-09,2024-09-09,Residential,Alteration,16000,121,12,Old Brooklyn,41.4406989197325,-81.6876185824905
B24026085,2024,2024-09-16,2024-09-16,Residential,Demolition,10789,141.2,12,Broadway-Slavic Village,41.4529389154289,-81.6435950950473
B24027038,2024,2024-09-24,2024-09-24,Residential,Alteration,8842,85.65,13,Old Brooklyn,41.4436419207291,-81.7204280721384
B24026081,2024,2024-09-16,2024-09-24,Residential,Alteration,3606,70.5,6,Kinsman,41.469651911201,-81.6187056013403
B24025346,2024,2024-09-09,2024-09-09,Residential,Alteration,1800,70.5,2,Mount Pleasant,41.4636129103819,-81.5774631145579
B24026086,2024,2024-09-16,2024-09-16,Residential,Demolition,9765,141.2,6,Broadway-Slavic Village,41.464656913104,-81.6398240952416
B24027039,2024,2024-09-24,2024-09-24,Residential,Alteration,8752,85.65,17,Kamm's,41.4588339219694,-81.8061890444649
B24026116,2024,2024-09-16,2024-09-16,Residential,Fence-Garage-Deck-Pool,3999,90.7,10,Euclid-Green,41.5494368930524,-81.543137118055
B24025879,2024,2024-09-12,2024-09-16,Residential,Alteration,7628.81,80.6,8,North Shore Collinwood,41.5913768860117,-81.5566416104056
B24025916,2024,2024-09-13,2024-09-24,Residential,Alteration,5000,70.5,12,Broadway-Slavic Village,41.449743915865,-81.6403910962988
B24025968,2024,2024-09-13,2024-09-24,Residential,Alteration,10000,90.7,11,West Boulevard,41.4582309196113,-81.7536110607079
B24026058,2024,2024-09-16,2024-09-16,Residential,Alteration,10000,90.7,6,University,41.515047901631,-81.5919351058429
B24027018,2024,2024-09-24,2024-09-24,Residential,Alteration,8000,80.6,17,Kamm's,41.4632709211407,-81.8058425442031
B24027030,2024,2024-09-24,2024-09-24,Residential,Demolition,650,90.7,8,North Shore Collinwood,41.5777508886323,-81.5593956106871
B24025386,2024,2024-09-09,2024-09-09,Residential,Fence-Garage-Deck-Pool,2000,90.7,13,Old Brooklyn,41.4456849207991,-81.729914069047
B24027089,2024,2024-09-24,2024-09-24,Residential,Alteration,7000,75.55,13,Old Brooklyn,41.4245079243967,-81.7238300726727
B24024899,2024,2024-09-04,2024-09-16,Commercial,Temporary Use Special Event,0,287.5,9,University,41.5062459040636,-81.6094761011602
B24025338,2024,2024-09-09,2024-09-09,Residential,Alteration,9000,85.65,6,Buckeye-Woodhill,41.4873279075437,-81.6097776026325
B24022729,2024,2024-08-14,2024-08-21,Residential,Alteration,4950,70.5,2,Mount Pleasant,41.4558999119058,-81.5797986144737
B24024585,2024,2024-08-30,2024-09-24,Residential,Fence-Garage-Deck-Pool,6000,90.7,15,Cudell,41.4709299168508,-81.7443500625079
B24013231,2024,2024-05-03,2024-09-09,Commercial,Tent-Stage,3000,242.7,3,Downtown,41.5042929084402,-81.6952775748632
B24010489,2024,2024-04-09,2024-08-21,Residential,Foundation,75000,817.9,3,Cuyahoga Valley,41.4879309115857,-81.6984725752356
B24024668,2024,2024-09-03,2024-09-24,Residential,Alteration,10642,95.75,15,Detroit Shoreway,41.4826119141538,-81.732461065202
B24019180,2024,2024-07-10,2024-09-09,Commercial,Tent-Stage,2000,127.85,3,Tremont,41.4806679122331,-81.6839015803289
B24026118,2024,2024-09-16,2024-09-16,Residential,Alteration,12000,100.8,11,West Boulevard,41.4552969204993,-81.7610810586502
B24025392,2024,2024-09-09,2024-09-09,Residential,Alteration,4500,70.5,3,West Boulevard,41.4667179172999,-81.7374785649742
B24025719,2024,2024-09-11,2024-09-24,Commercial,Demolition,235000,716.5,7,Hough,41.5156597429949,-81.6421034188883
B24026084,2024,2024-09-16,2024-09-16,Residential,Demolition,10949,141.2,12,Broadway-Slavic Village,41.4527049157373,-81.649274093316
B24025934,2024,2024-09-13,2024-09-24,Residential,Alteration,10500,95.75,17,Kamm's,41.4610659213768,-81.8022740454851
B24025845,2024,2024-09-12,2024-09-16,Residential,Alteration,10000,90.7,16,Jefferson,41.4453789239782,-81.7964915485674
B24025920,2024,2024-09-13,2024-09-24,Residential,Alteration,7700,80.6,0,Kamm's,41.4273069288999,-81.8307905395071
B24027043,2024,2024-09-24,2024-09-24,Residential,Demolition,6822,90.7,5,Central,41.4864009092586,-81.6428075925233
B24026130,2024,2024-09-16,2024-09-16,Residential,Demolition,14725,90.7,4,Buckeye-Woodhill,41.4810009091508,-81.6193491002038
B24019208,2024,2024-07-10,2024-09-09,Commercial,Tent-Stage,8000,205.1,3,Tremont,41.4797769123774,-81.6834965805275
B24027091,2024,2024-09-24,2024-09-24,Residential,Alteration,7000,75.55,17,Kamm's,41.4526959235802,-81.8165480417849
B24016808,2024,2024-06-11,2024-09-16,Commercial,Sign,6872,127.12,17,Hopkins,41.4111699322154,-81.8384180384974
B24022796,2024,2024-08-14,2024-09-09,Commercial,Tent-Stage,5000,127.85,9,University,41.5062459040636,-81.6094761011602
B24026994,2024,2024-09-24,2024-09-24,Residential,Alteration,1650,70.5,12,Old Brooklyn,41.4297729216771,-81.6863540837828
B24023996,2024,2024-08-26,2024-09-16,Residential,Alteration,24539,166.45,2,Broadway-Slavic Village,41.4358659176047,-81.6231381027625
B24026123,2024,2024-09-16,2024-09-16,Residential,Demolition,8690,110.9,5,Fairfax,41.4980019068771,-81.6373310932516
B24024168,2024,2024-08-27,2024-09-09,Commercial,Tent-Stage,14000,76.35,3,Cuyahoga Valley,41.4908469112807,-81.7033550734889
B24026148,2024,2024-09-16,2024-09-16,Residential,Demolition,9689,141.2,10,Collinwood-Nottingham,41.5556108935085,-81.5770401070777
B24027045,2024,2024-09-24,2024-09-24,Residential,Demolition,8400,141.2,6,Buckeye-Woodhill,41.4854739080217,-81.612734101874
B24026152,2024,2024-09-16,2024-09-16,Residential,Demolition,97000,90.7,6,Buckeye-Shaker Square,41.4832239078424,-81.6000756059642
B24022580,2024,2024-08-13,2024-09-24,Residential,Alteration,9000,85.65,16,Jefferson,41.4532629221928,-81.7892240501514
B24026900,2024,2024-09-23,2024-09-23,Residential,Demolition,7800,90.7,5,Central,41.4856989095085,-81.6453995917822
B24026897,2024,2024-09-23,2024-09-23,Residential,Demolition,7750,90.7,2,Union-Miles,41.4421209155712,-81.6041661080957
B24013724,2024,2024-05-08,2024-09-16,Commercial,Alteration,71971,1283,3,Downtown,41.4981819094518,-81.692991576075
B24021085,2024,2024-07-29,2024-09-06,Residential,Fence-Garage-Deck-Pool,5000,90.7,1,Lee-Seville,41.4407349148228,-81.5826786148355
B24025861,2024,2024-09-12,2024-09-16,Residential,Alteration,14000,110.9,17,Kamm's,41.4507429235648,-81.8086100443911
B24026921,2024,2024-09-23,2024-09-23,Residential,Alteration,1000,70.5,4,Buckeye-Shaker Square,41.4764829089533,-81.5974071073442
B24024588,2024,2024-08-30,2024-09-23,Residential,Fence-Garage-Deck-Pool,2502,90.7,16,Jefferson,41.4420489243685,-81.7918115502846
B24026016,2024,2024-09-13,2024-09-23,Residential,Alteration,6700,75.55,1,Lee-Harvard,41.4558819105514,-81.5506926234527
B24025815,2024,2024-09-12,2024-09-16,Residential,Alteration,2000,70.5,13,Old Brooklyn,41.4250119228384,-81.6925100822793
B24026151,2024,2024-09-16,2024-09-16,Residential,Demolition,9425,90.7,4,Buckeye-Woodhill,41.4805329089923,-81.6141246018537
B24026014,2024,2024-09-13,2024-09-23,Residential,Alteration,6486,75.55,8,North Shore Collinwood,41.5740248899516,-81.573017106791
B24025111,2024,2024-09-06,2024-09-06,Residential,Alteration,10000,90.7,9,Glenville,41.5277289003432,-81.6140345979741
B24022381,2024,2024-08-09,2024-09-23,Commercial,Demolition,42900,520.8,4,Buckeye-Woodhill,41.4847359085275,-81.6206585994911
B24023934,2024,2024-08-26,2024-09-06,Commercial,Tent-Stage,9000,179.35,7,Hough,41.5102599038587,-81.6208070973326
B24025255,2024,2024-09-06,2024-09-16,Residential,Alteration,10500,95.75,16,Bellaire-Puritas,41.4310419268177,-81.8010230483608
B24025841,2024,2024-09-12,2024-09-16,Residential,Alteration,3229,70.5,1,Lee-Seville,41.4364239145565,-81.5599986221847
B24025168,2024,2024-09-06,2024-09-06,Residential,Demolition,8981,90.7,4,Buckeye-Woodhill,41.4846999085267,-81.6205010995427
B24026898,2024,2024-09-23,2024-09-23,Residential,Demolition,7890,90.7,9,Glenville,41.531220899688,-81.61369259779
B24026122,2024,2024-09-16,2024-09-16,Residential,Demolition,10300,161.4,6,Kinsman,41.464224911947,-81.6133776034315
B24022160,2024,2024-07-31,2024-09-06,Commercial,Addition,30000,541.4,13,Old Brooklyn,41.4199179241049,-81.6996065805137
B24026777,2024,2024-08-20,2024-09-23,Residential,Alteration,10500,95.75,17,Kamm's,41.4550989226893,-81.8069540445394
B24025169,2024,2024-09-06,2024-09-06,Residential,Demolition,8891,141.2,8,Collinwood-Nottingham,41.5618658919891,-81.5690301090312
B24026814,2024,2024-09-23,2024-09-23,Residential,Demolition,3791,90.7,8,North Shore Collinwood,41.5841948878366,-81.5675676076287
B24024486,2024,2024-08-26,2024-09-16,Residential,Alteration,10000,90.7,4,Mount Pleasant,41.4698139104451,-81.6031671061186
B24025170,2024,2024-09-06,2024-09-06,Residential,Demolition,8991,90.7,9,Glenville,41.5290609004087,-81.6206405958256
B24026815,2024,2024-09-23,2024-09-23,Residential,Demolition,3791,90.7,8,North Shore Collinwood,41.5833668879393,-81.5665281080184
B24026117,2024,2024-09-16,2024-09-16,Residential,Alteration,13000,105.85,11,West Boulevard,41.4576999197519,-81.7545335604677
B24024626,2024,2024-09-03,2024-09-23,Residential,Fence-Garage-Deck-Pool,3597,90.7,16,Jefferson,41.443893923743,-81.7856870520175
B24025310,2024,2024-09-09,2024-09-16,Residential,Alteration,7000,75.55,16,Jefferson,41.4452799237268,-81.7907495503437
B24026072,2024,2024-09-16,2024-09-16,Residential,Alteration,10119,95.75,12,Broadway-Slavic Village,41.4519759151513,-81.6338795981219
B24023507,2024,2024-08-21,2024-08-21,Residential,Fence-Garage-Deck-Pool,1200,90.7,2,Union-Miles,41.4535959126368,-81.5864046126264
B24026132,2024,2024-09-16,2024-09-16,Residential,Demolition,8499,90.7,7,Hough,41.5153269042197,-81.648329088424
B24014745,2024,2024-05-20,2024-09-06,Commercial,Alteration,30000,634.1,12,Old Brooklyn,41.4458379190769,-81.6937430801785
B24026146,2024,2024-09-16,2024-09-16,Residential,Alteration,10000,90.7,4,Mount Pleasant,41.4698139104451,-81.6031671061186
B24024177,2024,2024-08-27,2024-09-06,Residential,Alteration,11500,100.8,10,Euclid-Green,41.557203892318,-81.5578296128755
B24025679,2024,2024-09-11,2024-09-16,Residential,Alteration,19793.52,141.2,4,Buckeye-Woodhill,41.4797589092301,-81.6161766012849
B24024357,2024,2024-08-29,2024-09-16,Residential,Alteration,35000,216.95,8,North Shore Collinwood,41.5925288858055,-81.5567361102807
B24025706,2024,2024-09-11,2024-09-16,Residential,Alteration,31000,196.75,13,Old Brooklyn,41.4380889215172,-81.7155185741102
B24023213,2024,2024-08-19,2024-09-06,Residential,Alteration,59466,343.2,6,Buckeye-Shaker Square,41.4853389074713,-81.6004311056797
B24026154,2024,2024-09-16,2024-09-16,Residential,Alteration,2500,70.5,6,Fairfax,41.4908829077523,-81.6281645966678
B24005805,2024,2024-02-27,2024-09-13,Commercial,New Construction,536418,6952.12,3,Stockyards,41.4679663196418,-81.7246521041381
B24020279,2024,2024-07-19,2024-08-20,Residential,Alteration,13702,110.9,15,Edgewater,41.481081916001,-81.7658465550427
B24023236,2024,2024-08-19,2024-08-20,Residential,Demolition,8975,141.2,15,Detroit Shoreway,41.4788679151301,-81.7386575636033
B24023321,2024,2024-08-20,2024-08-20,Residential,Demolition,8850,141.2,4,Mount Pleasant,41.4753219095104,-81.6047736051682
B24025977,2024,2024-09-13,2024-09-13,Residential,Alteration,7000,75.55,1,Mount Pleasant,41.4656469101824,-81.5811801132436
B24025981,2024,2024-09-13,2024-09-13,Residential,Alteration,15000,115.95,1,Union-Miles,41.4478359137555,-81.5877321126919
B24024022,2024,2024-08-26,2024-09-13,Commercial,Demolition,82837,582.6,14,Brooklyn Centre,41.45973329964,-81.7008252889634
B24013192,2024,2024-05-03,2024-09-06,Commercial,Alteration,30000,654.7,12,Broadway-Slavic Village,41.4524259148396,-81.6289745995969
B24023385,2024,2024-08-20,2024-08-20,Residential,Alteration,11750,100.8,2,Union-Miles,41.4419949150337,-81.5921556118094
B24025166,2024,2024-09-06,2024-09-06,Residential,Demolition,7391,141.2,4,Buckeye-Woodhill,41.4786789090142,-81.6073251041039
B24025984,2024,2024-09-13,2024-09-13,Residential,Alteration,28000,181.6,1,Union-Miles,41.4483129137127,-81.5886906123571
B24016960,2024,2024-06-14,2024-08-20,Commercial,Sign,14500,226,12,Tremont,41.4589959164478,-81.6891035805198
B24005813,2024,2024-02-27,2024-09-13,Residential,New Construction,352566,3686.3,3,Stockyards,41.4679663196418,-81.7246521041381
B24021384,2024,2024-07-31,2024-08-20,Residential,Fence-Garage-Deck-Pool,2449.51,90.7,8,North Shore Collinwood,41.5784348883897,-81.5568846114056
B24014746,2024,2024-05-20,2024-09-13,Commercial,Alteration,30000,634.1,12,Broadway-Slavic Village,41.4561159153758,-81.6549170912947
B24020523,2024,2024-07-23,2024-09-13,Residential,Addition,14995.55,191.7,17,Kamm's,41.4582399223681,-81.8123585426145
B24025191,2024,2024-09-06,2024-09-06,Residential,Demolition,8888,90.7,2,Union-Miles,41.4524169134087,-81.5983071090532
B24022178,2024,2024-08-08,2024-09-13,Residential,Fence-Garage-Deck-Pool,7929,90.7,13,Old Brooklyn,41.4408159209068,-81.7131605746111
B24025493,2024,2024-09-10,2024-09-13,Residential,Alteration,1111,70.5,8,North Shore Collinwood,41.5867148863572,-81.5458146141362
B24023387,2024,2024-08-20,2024-08-20,Residential,Alteration,12300,105.85,4,Union-Miles,41.4569979125295,-81.597474608932
B24022816,2024,2024-08-15,2024-08-20,Residential,Alteration,1531.2,70.5,17,Kamm's,41.4630909206387,-81.794457547724
B24002638,2024,2024-01-29,2024-09-05,Residential,Alteration,18040,136.15,15,Detroit Shoreway,41.4856719133403,-81.7270655666107
B24024951,2024,2024-09-05,2024-09-05,Residential,Fence-Garage-Deck-Pool,8000,90.7,8,North Shore Collinwood,41.5792358883007,-81.5581131109597
B24011205,2024,2024-04-15,2024-09-13,Commercial,Tent-Stage,4000,127.85,12,Cuyahoga Valley,41.4712182267607,-81.6678936100121
B24005811,2024,2024-02-27,2024-09-13,Commercial,New Construction,536418,6952.12,3,Stockyards,41.4679663196418,-81.7246521041381
B24024942,2024,2024-09-05,2024-09-05,Residential,Demolition,4183,90.7,8,North Shore Collinwood,41.5825838880808,-81.5664921080946
B24017491,2024,2024-06-21,2024-08-20,Commercial,Alteration,171000,2812.55,5,Downtown,41.4992259089115,-81.6855440782843
B24025986,2024,2024-09-13,2024-09-13,Residential,Fence-Garage-Deck-Pool,8702,90.7,16,Bellaire-Puritas,41.4270819278269,-81.8070620468299
B24025506,2024,2024-09-10,2024-09-13,Residential,Alteration,10000,90.7,16,Jefferson,41.4518139224011,-81.7880090506457
B24023234,2024,2024-08-19,2024-08-20,Residential,Demolition,8485,90.7,15,Detroit Shoreway,41.4789489151178,-81.7387115635799
B24022428,2024,2024-08-12,2024-08-20,Residential,Alteration,31000,196.75,17,Kamm's,41.4277119289703,-81.8338685385262
B24022332,2024,2024-08-09,2024-08-20,Residential,Alteration,300,70.5,2,Mount Pleasant,41.462694910743,-81.5815896133609
B24024925,2024,2024-09-04,2024-09-13,Residential,Alteration,5013,70.5,10,Glenville,41.5390958973592,-81.5947386029853
B24025396,2024,2024-09-09,2024-09-13,Residential,Alteration,17000,126.05,11,West Boulevard,41.4603639195162,-81.7599110585904
B24025796,2024,2024-09-12,2024-09-13,Residential,Alteration,36000,222,15,Edgewater,41.4888849141952,-81.7578095568707
B24025453,2024,2024-09-09,2024-09-13,Residential,Alteration,20000,141.2,1,Mount Pleasant,41.469156909633,-81.5832006123308
B24025649,2024,2024-09-11,2024-09-13,Residential,Alteration,11924.99,100.8,2,Mount Pleasant,41.4557019121163,-81.5835291133395
B24023033,2024,2024-08-16,2024-08-20,Residential,Alteration,2000,70.5,17,Kamm's,41.459022921409,-81.7949975478954
B24022935,2024,2024-08-15,2024-08-20,Residential,Alteration,26078.15,176.55,6,Buckeye-Shaker Square,41.4863739069842,-81.5940681075568
B24025561,2024,2024-09-10,2024-09-13,Residential,Alteration,4800,70.5,12,Old Brooklyn,41.4297729216771,-81.6863540837828
B24017954,2024,2024-06-26,2024-09-13,Residential,Addition,120000,1252.2,17,Kamm's,41.4378729273508,-81.8390165360986
B24025022,2024,2024-09-05,2024-09-13,Residential,Alteration,39000,237.15,15,Detroit Shoreway,41.4819549141145,-81.7290590663048
B24023235,2024,2024-08-19,2024-08-20,Residential,Demolition,15800,141.2,12,Broadway-Slavic Village,41.4499599156719,-81.6371060972937
B24023022,2024,2024-08-16,2024-08-20,Residential,Alteration,3455.21,70.5,1,Lee-Harvard,41.4540549117689,-81.569610617768
B24020444,2024,2024-07-22,2024-08-20,Residential,Fence-Garage-Deck-Pool,1560,90.7,1,Lee-Seville,41.43972691503,-81.5831556147715
B24023041,2024,2024-08-16,2024-08-20,Residential,Alteration,2000,70.5,5,Central,41.4933939086808,-81.6578285873126
B24023313,2024,2024-08-20,2024-08-20,Residential,Alteration,6000,70.5,17,Kamm's,41.4388899261042,-81.8164490429611
B24025024,2024,2024-09-05,2024-09-13,Residential,Alteration,150000,797.7,3,Ohio City,41.4847989127184,-81.7103975718199
B24025639,2024,2024-09-11,2024-09-13,Residential,Alteration,10800,95.75,17,Kamm's,41.4586719214226,-81.7939175482572
B24024722,2024,2024-09-03,2024-09-13,Residential,Alteration,17000,126.05,4,Mount Pleasant,41.4675909104349,-81.5942211090611
B24025422,2024,2024-09-09,2024-09-13,Residential,Alteration,11505,100.8,17,Kamm's,41.4418869254053,-81.8132585436947
B24025781,2024,2024-09-12,2024-09-13,Residential,Alteration,4005.57,70.5,16,Bellaire-Puritas,41.4323289266991,-81.8035205474853
B24016732,2024,2024-06-07,2024-08-19,Commercial,Alteration,40000,788.6,13,Old Brooklyn,41.4395199211579,-81.7134485746296
B24022959,2024,2024-08-16,2024-08-19,Commercial,Tent-Stage,30000,102.1,3,Downtown,41.5042929084402,-81.6952775748632
B24013191,2024,2024-05-03,2024-09-13,Commercial,Alteration,30000,634.1,6,Buckeye-Woodhill,41.4822429085695,-81.611784602434
B24021714,2024,2024-08-05,2024-09-13,Residential,Fence-Garage-Deck-Pool,13200,90.7,13,Old Brooklyn,41.4268029229419,-81.7017440792866
B24022871,2024,2024-08-15,2024-08-19,Residential,Alteration,3864,70.5,3,Tremont,41.4763209136151,-81.6964025768359
B24009290,2024,2024-03-26,2024-09-12,Commercial,Tent-Stage,7000,76.35,7,University,41.5060209044333,-81.6164960990135
B24025853,2024,2024-09-12,2024-09-12,Residential,Alteration,1200,70.5,1,Lee-Seville,41.4321849160729,-81.5758341176503
B24023005,2024,2024-08-16,2024-08-19,Residential,Alteration,1533,70.5,1,Lee-Harvard,41.4548739114394,-81.5657676188858
B24023227,2024,2024-08-19,2024-08-19,Residential,Demolition,5000,90.7,8,North Shore Collinwood,41.5839638165964,-81.5664326570695
B24023229,2024,2024-08-19,2024-08-19,Residential,Demolition,5000,90.7,8,North Shore Collinwood,41.581080888163,-81.5623791094894
B24022873,2024,2024-08-15,2024-08-19,Residential,Alteration,12300,105.85,2,Mount Pleasant,41.4570069116303,-81.5782461148612
B24022896,2024,2024-08-15,2024-08-19,Residential,Alteration,3250,70.5,13,Old Brooklyn,41.4331479222634,-81.7121075755695
B24023183,2024,2024-08-19,2024-08-19,Residential,Alteration,3000,70.5,6,Buckeye-Woodhill,41.4851589081373,-81.6139716015184
B24023218,2024,2024-08-19,2024-08-19,Residential,Alteration,3700,70.5,11,Bellaire-Puritas,41.4383409243107,-81.7761020554293
B24023231,2024,2024-08-19,2024-08-19,Residential,Demolition,5000,90.7,8,North Shore Collinwood,41.5809188882097,-81.5627436093903
B24015046,2024,2024-05-22,2024-08-19,Residential,Alteration,52647,307.85,9,St.Clair-Superior,41.5240479015927,-81.6263285944867
B24023004,2024,2024-08-16,2024-08-19,Residential,Alteration,10552,95.75,14,Stockyards,41.459418918284896,-81.729968067893
B24023228,2024,2024-08-19,2024-08-19,Residential,Demolition,5000,90.7,8,North Shore Collinwood,41.5816118880885,-81.5628606092966
B24014963,2024,2024-05-21,2024-07-15,Residential,Foundation,40000,444.2,7,Hough,41.506938904913,-81.630338094668
B24021377,2024,2024-07-31,2024-07-31,Residential,Alteration,6000,70.5,14,West Boulevard,41.4628209183156,-81.7439135633147
B24019650,2024,2024-07-15,2024-07-15,Residential,Alteration,5600,70.5,4,Buckeye-Woodhill,41.4850959083654,-81.6186021000955
B24020536,2024,2024-07-23,2024-07-23,Residential,Alteration,6200,75.55,3,Clark-Fulton,41.4765279137679,-81.700470575565
B24019496,2024,2024-07-12,2024-07-12,Commercial,Alteration,10300,381.75,8,Collinwood-Nottingham,41.5652408916965,-81.5759691066091
B24023223,2024,2024-08-19,2024-08-19,Residential,Demolition,5000,90.7,8,North Shore Collinwood,41.5828898879224,-81.5643051087444
B24020795,2024,2024-07-25,2024-07-31,Residential,Alteration,30821,196.75,1,Lee-Harvard,41.4503379125362,-81.5714376175108
B24022894,2024,2024-08-15,2024-08-19,Residential,Alteration,9750,90.7,13,Old Brooklyn,41.433678922162,-81.712022075552
B24018229,2024,2024-06-28,2024-08-08,Residential,Fence-Garage-Deck-Pool,8000,90.7,12,Old Brooklyn,41.4304299220285,-81.6964385806215
B24021288,2024,2024-07-31,2024-08-08,Residential,Alteration,16000,121,16,Kamm's,41.46636691978,-81.7889450491497
B24022206,2024,2024-08-08,2024-08-08,Residential,Alteration,7000,75.55,1,Lee-Harvard,41.445432913239,-81.5672076192196
B24023143,2024,2024-08-19,2024-08-19,Residential,Fence-Garage-Deck-Pool,500,90.7,17,Kamm's,41.4592299214563,-81.7968110473198
B24022228,2024,2024-08-08,2024-08-08,Residential,Demolition,16666,90.7,13,Old Brooklyn,41.4317079226338,-81.7143800749885
B24019500,2024,2024-06-18,2024-07-23,Residential,Alteration,12189,105.85,9,Glenville,41.5251369006593,-81.610650599233
B24015837,2024,2024-05-30,2024-08-19,Residential,Alteration,2449,70.5,3,Ohio City,41.4837639130727,-81.7139120708226
B24019745,2024,2024-07-16,2024-07-23,Residential,Alteration,15000,115.95,5,Broadway-Slavic Village,41.4669609130877,-81.648504592375
B24022155,2024,2024-08-08,2024-08-08,Residential,Alteration,6405,75.55,17,Kamm's,41.4426789255693,-81.8198375416036
B24020120,2024,2024-07-18,2024-07-31,Residential,Fence-Garage-Deck-Pool,17000,141.2,4,Buckeye-Woodhill,41.4850689084054,-81.619353599866
B24017307,2024,2024-06-20,2024-07-12,Residential,Alteration,6395,75.55,9,Glenville,41.5167489022999,-81.6128915992367
B24018272,2024,2024-07-01,2024-07-12,Residential,Correct Violation,7500,80.6,16,Bellaire-Puritas,41.4279729277612,-81.809141046116
B24021018,2024,2024-07-29,2024-07-31,Commercial,Alteration,71000,1288.15,13,Old Brooklyn,41.4189999257594,-81.7313585708091
B24016423,2024,2024-06-05,2024-07-31,Commercial,Alteration,20000,479.6,13,Old Brooklyn,41.4195939247143,-81.7113605769196
B24019559,2024,2024-07-12,2024-07-12,Residential,Alteration,4999,70.5,16,Bellaire-Puritas,41.4237969269946,-81.7764890565146
B24017194,2024,2024-06-19,2024-08-08,Residential,Fence-Garage-Deck-Pool,6525,90.7,17,Kamm's,41.4593109217979,-81.804398044976793
B24023016,2024,2024-08-16,2024-08-16,Residential,Alteration,200,70.5,16,Jefferson,41.4593289207592,-81.7823525517642
B24020590,2024,2024-07-23,2024-07-31,Residential,Alteration,1215,70.5,13,Old Brooklyn,41.4462699202499,-81.7204820719042
B24023069,2024,2024-08-16,2024-08-16,Residential,Alteration,7500,80.6,6,Fairfax,41.4912339078659,-81.6319670954661
B24022201,2024,2024-08-08,2024-08-08,Residential,Alteration,9000,85.65,11,West Boulevard,41.4595089195772,-81.7578725592892
B24022465,2024,2024-08-12,2024-08-16,Residential,Alteration,2894,70.5,8,North Shore Collinwood,41.5769588885964,-81.5555346119449
B24020432,2024,2024-07-22,2024-07-22,Residential,Fence-Garage-Deck-Pool,4000,90.7,17,Kamm's,41.46140792114,-81.7985660465985
B24020969,2024,2024-07-26,2024-07-31,Residential,Alteration,17317,131.1,1,Lee-Harvard,41.4532359111866,-81.5539011226809
B24019349,2024,2024-07-11,2024-07-12,Commercial,Demolition,273300,1767.1,9,Glenville,41.5229229005151,-81.5989101030386
B24019495,2024,2024-07-12,2024-07-12,Residential,Demolition,9827,90.7,8,Glenville,41.5474118959566,-81.5972856015095
B24019674,2024,2024-07-15,2024-08-16,Commercial,Tent-Stage,2000,127.85,3,Downtown,41.4998649098405,-81.707850571355
B24010482,2024,2024-04-09,2024-07-31,Commercial,Alteration,18000,448.7,11,Bellaire-Puritas,41.4395019239261,-81.7724390564611
B24023029,2024,2024-08-16,2024-08-16,Residential,Alteration,1000,70.5,15,Edgewater,41.4852939150654,-81.7623410557729
B24022022,2024,2024-08-07,2024-08-07,Residential,Fence-Garage-Deck-Pool,1740,90.7,17,Kamm's,41.4501849235952,-81.8070800449085
B24019552,2024,2024-07-12,2024-07-12,Residential,Alteration,1663,70.5,14,Stockyards,41.4610749180095,-81.7305665675714
B24022946,2024,2024-08-16,2024-08-16,Residential,Fence-Garage-Deck-Pool,1500,90.7,14,Stockyards,41.4573939186656,-81.730175067997
B24022786,2024,2024-08-14,2024-08-16,Commercial,Tent-Stage,1000,127.85,6,University,41.5089819030123,-81.5977131045624
B24020409,2024,2024-07-22,2024-07-22,Residential,Demolition,8900,90.7,10,Collinwood-Nottingham,41.563287891229,-81.5583471122111
B24020731,2024,2024-07-24,2024-07-31,Commercial,Demolition,14620,520.8,9,Glenville,41.5368728988063,-81.6169550963147
B24021520,2024,2024-08-02,2024-08-07,Residential,Alteration,12500,105.85,3,Tremont,41.4781569132495,-81.6957770768766
B24021797,2024,2024-08-05,2024-08-07,Commercial,Tent-Stage,57510.38,102.1,3,Downtown,41.5010469772644,-81.6998704959858
B24020449,2024,2024-07-22,2024-07-22,Residential,Alteration,8279,85.65,3,West Boulevard,41.4684639168482,-81.734666065696
B24020398,2024,2024-07-22,2024-07-22,Residential,Alteration,120,70.5,6,Fairfax,41.49065790772,-81.6265940971707
B24022072,2024,2024-08-07,2024-08-07,Commercial,Alteration,27316,603.2,7,Goodrich-Kirtland Pk,41.5095759060031,-81.6639215840925
B24003404,2024,2024-02-05,2024-07-31,Commercial,New Construction,19067000,138405.87,6,University,41.5035549045359,-81.609035101519
B24018260,2024,2024-06-30,2024-07-12,Residential,Alteration,7500,80.6,17,Kamm's,41.4576369219174,-81.8004155463421
B24019116,2024,2024-07-10,2024-07-12,Residential,Fence-Garage-Deck-Pool,20000,90.7,13,Old Brooklyn,41.4440019210608,-81.728915069494
B24020980,2024,2024-07-26,2024-07-31,Residential,Alteration,8500,85.65,17,Kamm's,41.4648459205405,-81.7992050461163
B24011068,2024,2024-04-12,2024-08-07,Commercial,Alteration,1629961,23005.7,3,Downtown,41.4999189090954,-81.6921725761833
B24010485,2024,2024-04-09,2024-07-31,Commercial,Alteration,18000,448.7,10,Euclid-Green,41.5532978928534,-81.5539956143829
